component_id,component_type,equipment_age_years,ambient_temperature,humidity,temperature,vibration,voltage,current,pressure,rpm,duty_cycle,running_hours,machine_load,maintenance_history,failures
C01727,Horn,4,40.4,84,69.6,0.9,228.4,11.4,102,2881,55,2149,66,2,0
C01728,Horn,9.6,30.1,52,81.7,0.77,235.1,5.8,97.2,3247,87,2797,65,10,1
C01729,Horn,4.9,35.8,69,72.1,0.38,237.6,15,131.9,3061,76,3323,68,9,0
C01730,Pump,7,33.8,87,63,0.48,228.5,9.8,85.8,2902,89,689,53,9,0
C01731,Pump,6.2,39.7,45,51.7,0.1,216.7,7.4,99.7,2258,73,3841,78,3,0
C01732,Pump,7,37.2,45,59.2,0.76,233.5,8.3,95.4,2414,66,2973,86,6,0
C01733,Pump,8.2,35.7,84,86.4,0.6,230.3,10.2,111.9,2617,58,1966,52,9,1
C01734,Horn,5.4,22.5,77,68.6,0.64,229.4,8.2,69.2,2091,65,2727,59,8,0
C01735,Horn,3.1,40.6,43,74.3,0.46,230.8,10.9,118.4,2210,68,1367,100,9,0
C01736,Pump,4.7,28.7,87,77.4,0.1,236.7,2.1,116.6,2061,55,3778,64,3,0
C01737,Motor,8,38.3,84,75.5,0.51,246.9,6.9,85.5,3078,74,1012,83,2,0
C01738,Pump,6.1,23,52,65.1,0.55,241.1,12.9,112,2849,75,937,93,2,0
C01739,Motor,6.9,27.5,55,60.8,0.63,224.6,9.5,113.4,2751,51,2921,88,0,0
C01740,Horn,8.2,39.4,81,71.6,0.41,230.9,10.4,133.8,2906,90,2796,74,1,0
C01741,Horn,4.3,29,78,78.7,0.94,229.1,11.5,98.6,2115,69,3847,86,7,0
C01742,Horn,2.9,32.8,74,56.8,0.7,250.3,8.9,161.4,2749,78,2898,93,8,0
C01743,Motor,3.3,23.4,68,89.4,0.72,223,10.7,126.1,2211,76,2716,49,6,0
C01744,Motor,8.1,32.2,58,56.3,0.62,231.1,3.6,114.6,2587,65,2653,65,9,0
C01745,Pump,7,24.6,86,80.3,0.1,239,12.5,82.6,4014,66,2172,88,6,0
C01746,Pump,8.4,37.8,63,70.4,0.4,223.9,6.9,103.8,3587,58,3392,69,7,0
C01747,Motor,4.5,28.1,67,54.1,0.41,226.9,7.2,102.1,1789,59,1228,57,7,0
C01748,Horn,1.4,31.9,82,58.2,0.68,223.9,11,110.8,2301,78,3108,74,2,0
C01749,Pump,8.6,33.3,42,73.7,0.33,228.1,11.4,81.6,1975,94,3688,91,3,0
C01750,Horn,3.2,37.6,49,82.8,1.03,232.4,11.3,132,2120,77,5434,48,10,1
C01751,Motor,4.9,30.2,56,73.9,0.3,229.1,6.3,92.6,2543,64,968,86,10,0
C01752,Horn,7.9,34,48,68.8,0.4,217.1,9,101.3,2325,89,2546,96,5,0
C01753,Horn,6.5,35.2,38,77.9,0.44,224.8,13.3,91.7,2513,79,733,56,7,0
C01754,Motor,6.2,36.1,67,64.5,0.57,236.7,9.9,108.3,2370,69,3503,73,4,0
C01755,Pump,10,35.1,64,80,0.54,225.2,6.3,105.8,2548,86,4057,71,6,0
C01756,Motor,3.6,40.3,52,71.7,0.53,230.1,14.2,110.6,2284,88,4831,72,1,0
C01757,Pump,4.4,36,81,60.9,0.21,230.1,11.3,84.5,3174,95,2200,64,0,0
C01758,Horn,9.2,25.1,54,64.7,0.22,224.2,14.7,105.7,1499,83,1902,79,6,0
C01759,Horn,8.3,28,35,73.3,0.6,237.7,15.2,93.1,1290,63,2873,79,6,0
C01760,Motor,9.9,36.2,58,60.3,0.33,235.7,4.6,115.9,1270,86,3447,76,6,0
C01761,Horn,8.3,28.2,60,68.6,0.61,231.1,8.9,144.7,1874,64,3752,89,10,0
C01762,Pump,5,25.2,81,73.6,0.66,227.7,8.1,89.5,2760,73,4675,92,0,0
C01763,Pump,5.3,36.3,68,71.5,0.6,231.3,8.3,140.7,2094,77,1763,65,10,0
C01764,Motor,8.3,24.5,88,82.2,0.54,234.7,6.4,97.7,2865,76,3431,69,7,0
C01765,Horn,3.6,27,86,65.8,0.42,235.3,18.7,132.5,2541,74,2996,71,5,1
C01766,Motor,6.1,26,79,67.2,0.78,229.1,8,90.8,3052,83,2590,90,8,0
C01767,Horn,6.6,31.2,47,69.3,0.47,230.5,10.1,114.8,2651,78,2697,88,6,0
C01768,Motor,0.5,37.1,38,48.6,0.24,235.9,10.8,105.6,2906,76,2168,38,7,0
C01769,Motor,8.7,40.1,63,68.7,0.63,229.5,12.4,135.1,2903,81,2170,77,1,0
C01770,Horn,2.6,30.8,70,79.3,0.83,242.5,11.9,94.3,2593,49,3523,60,7,0
C01771,Pump,4.6,30.6,81,67.6,0.8,221.1,8.8,121.9,2817,62,3611,53,0,0
C01772,Pump,6.2,35.9,62,77.7,0.6,240.5,12.8,109.5,2060,63,4259,90,0,0
C01773,Pump,6.4,38.1,62,66.7,0.5,232.2,9.5,107.1,3212,79,3459,61,1,0
C01774,Horn,1.5,26.7,84,88.5,0.21,240.2,8.6,102.5,2771,76,5005,92,1,1
C01775,Pump,2.6,32.6,49,83.4,0.24,243.4,12.3,86.1,2037,74,1272,54,0,0
C01776,Pump,4,34.4,62,88.2,0.48,241.4,3.6,128.2,3139,58,3296,76,3,0
C01777,Motor,0.6,36.6,39,76.2,0.2,227.4,7.1,57.8,2458,75,2590,57,1,0
C01778,Motor,2.9,30.6,89,95.1,0.24,223.8,4.9,84.9,2902,72,2121,43,8,0
C01779,Horn,4.8,41.3,84,75.2,0.57,229.8,9.6,102,3391,85,2171,61,2,0
C01780,Horn,1.8,41.7,82,69.3,0.41,240.6,9.1,88,1199,69,1833,92,9,1
C01781,Pump,9.1,36.4,78,71.5,0.25,226.3,7.2,128.4,1943,66,2663,87,7,0
C01782,Pump,7.8,28.5,49,88.7,0.43,241.7,7.4,139.9,3525,46,3252,86,2,0
C01783,Horn,6.4,27.1,36,58,0.1,233.5,11.5,121.7,2366,56,2393,72,6,0
C01784,Motor,4.9,39.3,52,87.8,0.37,238.2,9,112.7,2336,62,3864,74,1,0
C01785,Motor,1,28.5,85,77,0.18,234.6,16.4,84.6,2733,62,1855,99,0,1
C01786,Horn,0.8,23.7,65,74.6,0.8,231.7,15.9,110.8,3534,90,1939,62,1,0
C01787,Horn,4.9,22.4,48,68.9,0.71,235,12.6,109.8,1556,61,1926,84,1,0
C01788,Pump,0.7,38.3,36,65.3,0.67,229.1,4,107.3,2737,78,3134,77,6,0
C01789,Pump,0.6,40.8,35,62.7,0.33,231.9,9.8,110.2,3035,59,1839,83,9,0
C01790,Motor,2.7,27,73,79.2,0.4,226.9,11.2,101.6,2543,61,3179,50,3,0
C01791,Motor,1.1,35.6,66,76.7,0.49,239.2,12.8,112.7,3232,70,1400,87,9,0
C01792,Motor,1.5,30.7,35,74.6,0.56,227.3,6.3,108,1862,67,4854,62,6,0
C01793,Pump,5.8,31.8,73,57.4,0.1,231.6,6.3,84.4,2952,85,4026,46,0,0
C01794,Horn,7.5,23.2,43,70.2,0.7,230.7,12.7,70.4,2525,74,2745,80,5,0
C01795,Motor,8.2,26.2,73,72.3,0.68,232.9,7,99.3,2789,94,2697,58,1,0
C01796,Horn,6.1,39.3,57,83.8,0.37,227.5,11.9,79.4,2522,74,2566,95,10,0
C01797,Horn,4.7,37.3,35,70,0.5,242.1,6.8,100.4,2247,64,4160,46,0,0
C01798,Horn,2.3,39.2,46,71.8,0.67,234.9,8.3,108.5,1388,73,2328,76,5,0
C01799,Pump,6.8,25,50,74.6,0.48,236.3,12.7,132.6,2730,93,3450,41,3,0
C01800,Motor,5.1,29.8,73,75.8,0.55,237.7,14.8,133.1,2922,69,1409,64,5,0
C01801,Motor,3.1,40.4,61,46.2,0.54,232.6,13.1,100.3,3277,75,2541,59,3,0
C01802,Horn,5.7,35.2,79,62.3,0.43,234.5,10,79,2885,89,1623,61,3,0
C01803,Motor,6.8,33.5,41,67.6,0.58,229.2,8.6,110.9,2677,77,1498,64,7,0
C01804,Pump,2.2,25.1,82,61.4,0.89,233.4,12.3,124.4,2253,64,2632,74,7,0
C01805,Pump,3.7,24.3,67,94.7,0.57,234.5,10.3,89.2,2174,82,2708,51,7,0
C01806,Motor,0.8,24.1,57,78.3,0.6,226.2,8.2,104.9,1502,86,1979,45,2,0
C01807,Horn,7.3,35.7,85,65.1,0.65,215.5,14.4,101.3,2574,74,2905,69,6,1
C01808,Pump,8.2,37,87,72,0.37,235.5,10.9,81.4,2527,77,3954,84,6,0
C01809,Motor,6,39,84,82.3,0.65,226.8,12.3,97.9,1642,83,2915,97,3,1
C01810,Pump,3.2,32.8,75,55.3,0.62,227.5,14.3,125.4,2644,79,3292,82,6,0
C01811,Horn,6.1,30.1,41,76.1,0.46,226.7,10.3,107.4,2373,69,3193,88,7,0
C01812,Motor,7.8,27.3,87,71.8,0.1,242.2,10.5,123.1,2497,60,4515,56,0,0
C01813,Pump,8.9,24,77,70.4,0.22,239.6,7.9,106.4,1867,81,3131,77,2,0
C01814,Horn,9.4,31.3,65,77.5,0.66,234.3,7.2,88,2281,73,1491,50,4,0
C01815,Pump,9.4,32.8,59,62.7,0.74,234,4.8,81.5,1851,72,3407,82,0,0
C01816,Motor,1.8,34.9,74,71.5,0.28,233.8,13.5,100.1,2667,73,2636,77,6,0
C01817,Pump,6.4,29,38,68.7,0.12,225.1,10.6,103.9,2458,86,3802,57,9,0
C01818,Pump,7.5,33.7,45,55.3,0.23,236,13.1,90.8,2326,62,1959,64,7,0
C01819,Motor,1.3,25.3,44,72.9,0.51,240.2,6.4,93.4,3476,77,1607,56,1,0
C01820,Motor,5.1,38.1,37,68.4,0.52,229.9,10.9,90.9,1850,80,2290,70,1,0
C01821,Motor,8.4,22.3,44,79.5,0.6,235.4,7.9,101.6,2371,84,3004,78,9,0
C01822,Pump,1.6,27.5,67,59.3,0.36,232.7,8.7,91,1571,81,3287,71,7,0
C01823,Motor,7.8,32.9,40,57.5,0.34,229.3,4.4,131.1,2872,74,4039,67,3,0
C01824,Horn,0.9,39.8,81,73.4,0.76,235.3,13.6,84.3,1828,98,1627,79,9,0
C01825,Horn,5.2,41.9,49,78.3,0.24,242.2,8.5,108.9,1671,88,2634,72,4,0
C01826,Motor,4,35.3,58,62.4,0.82,235.2,9.8,99.9,1772,63,4345,60,6,1
C01827,Pump,8.2,24.2,48,72.3,0.23,224.8,6,95.3,1365,72,1182,64,1,0
C01828,Horn,7.4,35.2,84,78.9,0.27,223.7,9.1,122.5,2874,70,465,53,0,0
C01829,Horn,9.4,26.3,47,80.2,0.51,230.7,6.4,117,2454,51,2900,84,9,0
C01830,Motor,2.7,32.7,35,73.5,0.43,235.6,6.3,104.4,2866,69,1225,66,3,0
C01831,Pump,9.4,35,88,59.3,0.71,228.6,11.6,119.3,2545,74,1551,87,3,0
C01832,Motor,3.3,36.8,86,67.4,0.55,226.2,8.3,117.6,2893,96,3687,42,7,0
C01833,Pump,6.1,28.9,69,64.2,0.66,227,17.5,96.2,2073,74,2883,74,1,0
C01834,Horn,1.5,24.4,50,70,0.41,251.4,7,106.9,2694,72,3799,66,10,0
C01835,Pump,4.8,29.8,44,82.2,0.46,232.6,12,117,3149,58,1271,59,6,0
C01836,Horn,10,26.9,68,73.1,0.31,232.1,5.6,108.1,1495,59,2691,70,0,0
C01837,Horn,6.3,23.2,75,74.9,0.84,233.6,10.1,136.4,3272,82,899,96,3,0
C01838,Horn,3.9,22.6,83,65.3,0.75,233.2,11,151.5,2003,61,3142,88,7,0
C01839,Pump,4.8,27.7,45,69.1,0.9,222.7,5.5,89.5,2612,73,2773,64,9,0
C01840,Horn,2.2,36.6,62,84.1,0.67,225.9,8.1,87,3194,75,2181,66,7,0
C01841,Horn,6.8,25.4,60,76.8,0.62,235.3,10.6,99.3,3623,100,3802,78,7,0
C01842,Pump,8.8,31.3,83,59.5,1.01,230.8,11.7,114.3,2425,62,3124,78,10,1
C01843,Pump,7.1,32.3,74,72.3,0.4,228.4,4.8,92.1,1879,84,3383,90,7,0
C01844,Horn,6.6,23.1,50,69.2,0.52,227.9,5.3,94.1,2533,79,3595,77,5,0
C01845,Pump,6.4,30.8,79,72.3,0.62,236.4,14,108.1,2335,91,525,93,3,0
C01846,Horn,7.7,30.4,64,69.8,0.52,243.1,18,85.3,2603,65,3653,56,3,0
C01847,Motor,1.2,22.5,43,69.1,0.77,234,14.2,103.9,2713,83,3334,72,4,0
C01848,Horn,7.6,32.8,64,96.8,0.69,232,7.2,83.5,2411,61,2376,79,10,1
C01849,Pump,2.7,23.5,63,59.1,0.58,230.7,10.3,87,2838,69,3555,64,4,0
C01850,Motor,1,29.6,61,68.6,0.19,230.9,13.6,89.4,2730,74,1620,54,10,0
C01851,Pump,2,31.8,81,63.6,0.42,224.2,11.9,78.6,3149,75,1908,68,10,0
C01852,Motor,8.3,24,75,72,0.94,239.1,5.4,107.9,3093,76,50,93,6,1
C01853,Motor,4.1,40.8,54,59.1,0.35,237.7,3.3,118.7,3251,78,3625,94,3,0
C01854,Pump,7.7,31,62,64.5,0.53,251.5,11.1,124,3146,68,3510,63,3,0
C01855,Horn,7.3,30.2,88,63.5,0.54,231.7,11.4,103.6,1936,96,1515,91,0,0
C01856,Pump,9.5,25.6,46,68.3,0.52,221.5,10.4,68.3,2874,66,3279,100,9,0
C01857,Horn,7.6,37.8,64,56.5,0.69,225.5,9.8,74.4,3371,94,3309,73,0,0
C01858,Motor,5.4,38.9,40,67.9,0.51,230,13.7,117.3,2972,68,1088,70,1,0
C01859,Motor,6.5,36.6,50,92.1,0.52,236.6,6.4,96.7,3233,53,2524,82,4,0
C01860,Pump,7.3,36,83,58.2,0.6,223.1,11.7,123.1,3401,92,3779,86,5,0
C01861,Horn,6.7,23.5,87,57.9,0.73,235.4,8,124.2,3021,78,2516,95,9,1
C01862,Pump,9,27.4,69,56.5,0.4,233,9.3,125.1,2961,68,5320,80,1,1
C01863,Motor,9.2,35.9,68,66.1,0.55,227.1,10.8,94.6,2690,86,3348,60,4,0
C01864,Motor,9.5,38.5,81,58.1,0.87,228.2,7.2,100.2,3058,86,2291,64,9,1
C01865,Pump,8.7,32.8,53,80.5,0.38,235.1,6.1,95.8,2288,79,1599,69,9,0
C01866,Motor,1.9,32.3,61,63.8,0.71,226,8.7,132,2438,69,2194,77,3,0
C01867,Horn,1.9,27.1,43,101.3,0.64,243.5,6.4,113.5,2831,86,3969,76,5,0
C01868,Motor,7.3,32.8,69,68.8,0.68,235.3,16.4,78.1,3479,77,1764,57,6,0
C01869,Horn,5,35.6,87,81.1,0.66,243.8,4.9,140.4,2644,95,4087,74,5,0
C01870,Horn,9.4,35.7,42,78.4,0.74,236.1,13.4,126.1,2860,67,2766,59,10,1
C01871,Pump,6.9,29.9,48,59,0.58,234.5,14.7,96.7,3367,69,1929,67,5,0
C01872,Motor,7.3,23.5,56,67.7,0.69,232.2,14.2,112,1725,81,2504,64,5,0
C01873,Pump,6.7,23.7,46,87.3,0.73,228.4,7.1,140.7,1368,78,2026,73,3,0
C01874,Motor,4.7,37.4,64,63.2,0.44,239.7,7.3,119.6,2405,89,783,70,8,0
C01875,Pump,3.9,24.2,81,81.6,0.18,226.8,12.3,86,2181,79,3658,59,5,0
C01876,Motor,1.2,41.5,73,69.7,0.53,231.8,9.7,102.1,2678,71,2433,76,7,0
C01877,Horn,4,30.9,62,48.2,0.5,230.2,8.7,88,1296,64,1132,50,4,0
C01878,Motor,1.3,37.6,69,60.1,0.1,223.9,13.2,133.4,2447,67,2478,99,10,1
C01879,Pump,5.4,35.1,50,58.7,0.78,231.8,14.8,94.7,2463,87,3624,70,1,0
C01880,Pump,3,29.8,70,74.7,0.17,230.3,8,101.2,3663,78,50,59,4,0
C01881,Horn,8.4,41.2,63,79.7,0.32,228.4,14.8,104.9,1950,86,1058,72,3,0
C01882,Motor,6.9,22.9,50,80.2,0.46,237.9,11.6,106.4,2928,72,3429,69,9,0
C01883,Pump,8.5,25.6,75,71.1,0.36,248,12,112.6,1406,79,3435,93,9,1
C01884,Motor,3.8,33.7,47,86,0.71,234,14.4,122.5,2998,71,3254,79,7,0
C01885,Pump,4.4,35.8,52,83.3,0.1,229.9,8.7,94.2,2645,77,3842,65,7,0
C01886,Motor,2,33.1,77,55.7,0.1,241.8,9.5,83.4,2427,72,3552,64,5,0
C01887,Motor,2.2,26.8,35,89.8,0.49,232.9,9.7,128,2645,73,977,83,9,0
C01888,Pump,0.9,40.3,70,51.6,0.53,221.5,12.3,110.1,2056,67,3470,75,6,0
C01889,Horn,3.7,33.4,62,91,0.35,238.4,9.4,117.2,2450,41,2830,76,9,0
C01890,Motor,6.1,39.9,63,70,0.42,238.3,11.7,122.4,2487,65,2840,76,6,0
C01891,Motor,9.5,28.8,36,80.8,0.46,237.5,11.3,89.2,2824,66,828,71,8,0
C01892,Motor,0.6,34.2,64,77,0.57,222.3,6.3,123.1,2627,62,2170,62,7,0
C01893,Pump,6.3,30.7,59,76.8,0.34,227.3,13.8,90.4,2774,79,2942,41,10,0
C01894,Horn,7.8,37.1,69,88.3,0.63,229.6,4.1,126.6,1547,75,1275,68,9,1
C01895,Motor,5.6,35.6,60,79.4,0.12,246.4,9.7,131.9,2676,70,1317,100,9,1
C01896,Pump,2.4,22,87,69.7,0.42,218.1,9.1,101.6,2051,64,1306,65,3,0
C01897,Motor,3.5,31.4,68,90.9,0.48,238.2,11.3,86.6,2980,61,3296,79,9,0
C01898,Horn,6.4,41.1,44,67.2,0.78,248.6,8.7,88.8,2989,94,2074,81,2,0
C01899,Horn,8.3,27.4,65,71.3,0.55,234,6.9,96.2,3272,52,794,85,6,0
C01900,Pump,3,29.8,57,52.4,0.81,228.7,10.9,102.1,3629,62,5277,66,10,1
C01901,Pump,5.1,36.6,66,64.3,0.76,224.8,12,84,1924,59,3616,87,3,0
C01902,Pump,2.9,32,54,68.8,1.1,241.6,6.8,103.8,2147,76,3187,86,10,0
C01903,Pump,6.5,41.7,75,74.2,0.44,239.4,10.4,100.3,2524,67,3166,75,7,0
C01904,Horn,7.9,39.5,42,87.2,0.5,234.6,11.6,119,2468,64,1861,62,9,0
C01905,Pump,4,33,51,88.4,0.48,235.1,15.3,83,1000,63,4259,64,0,0
C01906,Pump,3.1,34.9,54,75.4,0.68,222.8,13.6,112.5,1575,95,2887,93,2,0
C01907,Horn,8.5,33.6,56,71.5,0.86,228.6,8.2,72.2,3206,78,1675,84,2,0
C01908,Pump,6.2,22.3,51,86,0.19,228.2,9.7,108.8,2614,72,2330,100,1,0
C01909,Horn,0.7,31.2,69,83.2,0.59,238,7.3,80,2127,72,2834,36,1,0
C01910,Horn,3.1,22.9,49,73.4,0.85,240.7,13.7,99.1,2151,76,1866,72,5,0
C01911,Motor,4.1,33.9,47,62.5,0.48,231.9,11.9,112.9,2429,74,2647,100,9,0
C01912,Horn,6.3,35.5,65,73.7,0.25,229.6,10.7,144.6,2380,63,3239,70,6,0
C01913,Horn,0.8,29.7,56,83.2,0.71,239.1,7.8,97.2,2627,63,1959,54,10,0
C01914,Horn,9.5,39.6,56,84.6,0.71,235.1,6.8,102.4,1860,70,1420,96,0,1
C01915,Horn,2.5,37.9,51,73.7,0.61,225.9,7.3,117.7,2337,95,3279,68,2,0
C01916,Pump,6.5,26.6,58,71.6,0.4,237.8,13.8,107.7,2944,71,3459,70,9,0
C01917,Motor,9.6,28.7,79,75.4,0.24,232.2,8.5,93.1,2266,90,3817,51,10,0
C01918,Horn,8.7,39.7,71,73,0.52,226.7,7.5,78,2326,84,1684,86,4,0
C01919,Horn,5.2,40.9,67,66.3,0.69,232.5,12.4,101.1,3084,80,3559,75,4,0
C01920,Motor,6.6,31.1,61,78.9,0.49,237,16.7,118.4,2136,61,2202,72,1,0
C01921,Horn,4.2,38.5,48,87.4,0.48,228.3,7.8,137.6,1778,69,205,73,7,0
C01922,Pump,5.3,36.5,56,71.4,0.61,240.2,9,118.9,3222,50,4909,63,9,0
C01923,Horn,1.1,25.5,56,60.9,0.33,236.4,10.4,114.8,3030,62,2698,95,5,0
C01924,Horn,0.5,32.6,64,86.9,0.52,237.8,12.9,112.2,3217,89,2768,94,3,1
C01925,Horn,4.9,28,71,83,0.54,218.8,8.7,104.3,2699,56,4017,84,3,0
C01926,Motor,4.3,41.9,36,93.3,0.57,228.3,11.2,122.5,2814,66,2462,67,3,0
C01927,Motor,1.9,36.7,36,77.4,1.28,233.3,6.1,114.1,2507,72,2048,54,1,0
C01928,Horn,3.9,33.9,42,92.7,0.65,233.5,8.4,115.3,2659,91,1366,78,5,0
C01929,Motor,1,33.7,70,73.2,0.35,242.9,10.1,80,2401,68,2913,77,2,0
C01930,Motor,5.7,28.3,62,69.2,0.39,221.9,14.6,135.5,3102,61,2989,84,5,0
C01931,Horn,8.3,32,65,77.4,0.96,232.7,9.9,111.9,3306,79,3088,89,1,1
C01932,Horn,7.2,27.2,64,57,0.75,228.9,9.9,115.3,2347,77,2509,76,7,0
C01933,Pump,3.4,23.4,57,75.6,0.12,248.3,7.9,130.1,2197,71,2489,100,9,1
C01934,Horn,1.6,30.9,66,61.7,0.82,244,14.9,73.9,3572,62,1995,71,0,0
C01935,Motor,3.7,37,60,65.8,0.54,225.6,13.6,96.6,3291,63,3034,70,10,0
C01936,Horn,8.1,35.1,52,71.1,0.77,228.3,12.6,126.3,1577,80,1661,73,9,0
C01937,Horn,9.5,36,71,79.4,0.86,227.1,17,113.2,1382,65,2565,73,5,0
C01938,Motor,5.6,38.2,71,63.8,0.35,231.1,10.4,93.8,2329,69,64,94,10,0
C01939,Motor,8.5,23.1,86,76.9,0.46,233.7,5.5,130.6,2266,79,2541,83,0,1
C01940,Motor,9.4,31,87,76.1,0.69,233.2,12,92.8,2105,71,651,61,8,1
C01941,Horn,0.8,29.8,84,72.5,0.42,232.6,13.1,105.4,2670,76,1472,98,2,1
C01942,Motor,1.6,35.8,66,68.4,0.83,223.9,10.2,83,2100,50,4381,100,3,0
C01943,Motor,1.3,23.2,46,60.6,0.82,239.8,11.4,125.8,1656,81,3699,67,7,0
C01944,Motor,5.5,38.9,65,75.4,0.32,231.2,6.8,80.6,2821,97,3622,83,4,0
C01945,Pump,5.2,38,76,68.8,0.71,228.6,11,119.5,2917,86,2986,82,9,0
C01946,Motor,5.7,24.3,53,82.6,1.13,235.3,5.8,89.3,2663,80,3367,67,0,0
C01947,Motor,2.1,26,79,72.7,0.54,228.9,7.9,92,2662,86,4323,68,0,0
C01948,Pump,6.8,34.8,42,74.9,0.31,223,11,106.3,2498,78,2167,89,4,0
C01949,Horn,4.4,41.2,49,68.5,0.24,237.4,8.4,107.5,2781,85,3076,91,2,0
C01950,Pump,9.8,27.3,62,78,0.53,239.3,8.9,104.9,1846,77,5187,45,5,0
C01951,Motor,0.6,27.6,74,78.9,0.75,236,11.7,125.3,3317,60,3909,71,7,0
C01952,Motor,9.1,25.2,72,72.4,0.4,234.3,11,117.5,3056,69,2051,65,8,0
C01953,Motor,5.1,28.5,89,81.8,0.34,237,9.8,130.9,1987,58,2935,70,7,0
C01954,Pump,1.6,37.6,37,77.4,0.51,229.7,6,80.4,1782,92,3205,68,0,0
C01955,Horn,9.3,39.5,74,78.5,0.39,224.5,13.6,135.5,2670,75,1905,54,4,0
C01956,Horn,4.8,41.6,55,83.3,0.25,227.8,14.3,103.6,2391,72,2561,94,0,0
C01957,Motor,8.3,29.9,59,59.1,0.47,228,9,91.7,2707,69,3292,73,1,0
C01958,Horn,8.7,28.2,90,52.5,0.49,229,11.4,98.8,2742,82,1783,75,8,0
C01959,Motor,9.1,35.1,54,68.1,0.65,230.9,6.2,92.1,3002,72,3135,69,10,0
C01960,Motor,4.9,38.5,57,72.1,0.51,231.3,7.2,88.2,2507,79,2464,91,0,0
C01961,Pump,7.4,33.3,38,68.6,0.48,244.1,8,87.8,2691,83,3194,81,1,0
C01962,Horn,0.5,41.5,90,72.2,0.59,228.1,14.2,114.8,2733,82,3060,67,9,1
C01963,Motor,3.8,36.5,84,82.9,0.98,238.6,3.3,80.6,2761,63,2644,77,5,1
C01964,Pump,4,24.5,80,53.9,0.5,220,9.1,120.9,2088,61,3172,76,3,0
C01965,Motor,9.6,40.4,48,71.1,0.28,233.4,10.2,116.6,2732,63,1450,62,0,0
C01966,Pump,2.4,32.5,45,78.6,0.35,235.5,3.1,108.1,2635,51,2393,75,7,0
C01967,Motor,3.6,34.5,46,67.3,0.27,242.8,5.8,91.1,3568,86,1507,64,7,0
C01968,Horn,2.1,39.1,81,65.1,0.6,225.9,9.9,85.9,2396,49,1608,99,2,0
C01969,Motor,3.2,36.4,87,65.1,0.25,229.6,5,130.2,3260,54,3318,70,7,0
C01970,Horn,8,29.5,45,86.4,0.77,228.6,11.6,106.9,2317,78,5097,100,1,0
C01971,Motor,3.1,22.8,40,62.8,0.57,234.4,11.1,121.5,2203,73,4157,77,7,0
C01972,Horn,9.2,35.2,57,80.5,0.38,244.9,6.4,82.6,3075,83,2266,97,10,1
C01973,Horn,9.7,27.9,65,40.3,0.38,229.3,8.7,102,2617,83,3355,69,0,0
C01974,Horn,3.2,31.2,66,73,0.82,237.5,12.3,93.7,2272,74,3074,57,4,0
C01975,Motor,2,27.5,62,75.8,0.8,230,8.4,105,2376,84,1898,79,3,0
C01976,Horn,3.7,34.9,79,68,0.61,234.1,8.4,95.7,1931,61,4372,74,4,0
C01977,Motor,8.3,38.4,64,67.8,0.64,226.3,12.7,115.7,2723,79,4022,96,9,1
C01978,Motor,7.2,38.9,63,68.5,0.6,231.4,9.4,107.4,3035,87,690,38,6,0
C01979,Pump,2.9,30.8,42,55.2,0.78,223.8,4.5,144.7,1575,75,2113,80,2,0
C01980,Pump,5.6,37.7,78,101.5,0.54,234.3,12.5,138.1,3182,55,3093,60,6,1
C01981,Motor,2.1,36.6,54,67.7,0.31,232,8.2,123.5,3208,81,2666,46,9,0
C01982,Pump,3.5,31.8,43,59.1,1,228.4,6.4,110.8,2400,76,2944,100,0,0
C01983,Horn,4.6,34.5,84,58.5,0.8,229.4,10.5,82.8,2417,70,1742,82,0,0
C01984,Pump,3.8,26.2,78,83.2,0.63,227.6,4.9,91.4,2654,77,2234,84,5,0
C01985,Motor,7.5,24.5,79,65.2,0.71,232.8,14.7,104.6,3130,100,2105,97,9,1
C01986,Pump,1.3,27.1,70,75.2,0.54,219.1,8.9,92.7,2670,72,3348,54,8,0
C01987,Horn,7.2,23.3,59,67,0.87,229.2,9.9,130.3,2395,73,2289,70,4,0
C01988,Motor,7.8,38.9,40,59,0.61,232.3,1.2,89,2353,59,570,77,3,0
C01989,Pump,5.1,26.8,50,71.7,0.48,242.1,3.2,117.7,2424,72,2867,63,10,0
C01990,Pump,5.9,32.9,38,63.7,0.4,238.4,9.7,111.6,2444,82,2624,66,4,0
C01991,Pump,5.1,39.1,76,64.5,0.58,237.3,10,110.7,3443,79,2560,65,3,0
C01992,Pump,6.3,23.8,64,86.4,0.43,229.5,10.8,105.2,3271,93,2205,86,0,0
C01993,Horn,6.3,23.8,45,73.1,1.03,222.1,9.9,89.6,2914,78,4232,82,10,0
C01994,Pump,6.8,24.4,39,70.5,0.87,219.9,17.4,102.3,2262,76,4938,54,4,1
C01995,Pump,3.8,41.9,76,76.8,0.62,224.5,10.5,108.6,3427,76,4623,70,10,1
C01996,Motor,4.5,35.7,49,78.2,0.61,232.7,3.6,68.6,2180,86,2724,62,1,0
C01997,Horn,5.6,30.1,58,51.7,0.72,228.7,16.1,109.9,2601,57,3036,67,8,1
C01998,Pump,9.4,36.8,47,94.7,0.59,230.2,5.6,103.1,1862,84,3225,71,10,0
C01999,Motor,3,38.2,68,70.2,0.67,223.4,8.3,97.3,2409,90,2507,75,7,0
C02000,Horn,6.2,32,70,76.8,0.52,225.3,12.3,101.8,2742,79,1819,84,5,0
